"","ageMonths",thetaEstimate,roarScore,standardScore,percentile
"241","87",-1.5,400,95,38
"242","87",-1.4,407,97,42
"243","87",-1.3,413,98,46
"244","87",-1.2,420,100,50
"245","87",-1.1,427,102,55
"246","87",-1,433,102,56
"247","87",-0.9,440,104,61
"248","87",-0.8,447,106,66
"249","87",-0.7,453,107,69
"250","87",-0.6,460,109,72
"251","87",-0.5,467,110,74
"252","87",-0.4,473,111,77
"253","87",-0.3,480,113,80
"254","87",-0.2,487,114,83
"255","87",-0.1,493,115,84
"256","87",0,500,116,86
"257","87",0.1,507,118,88
"258","87",0.2,513,118,89
"259","87",0.3,520,120,91
"260","87",0.4,527,122,93
"261","87",0.5,533,123,94
"262","87",0.6,540,125,95
"263","87",0.7,547,126,96
"264","87",0.8,553,127,96
"265","87",0.9,560,128,97
"266","87",1,567,130,98
"267","87",1.1,573,131,98
"268","87",1.2,580,133,98
"269","87",1.3,587,135,99
"270","87",1.4,593,>135,>99
"271","87",1.5,600,>135,>99
"272","87",1.6,607,>135,>99
"273","87",1.7,613,>135,>99
"274","87",1.8,620,>135,>99
"275","87",1.9,627,>135,>99
"276","87",2,633,>135,>99
"277","87",2.1,640,>135,>99
"278","87",2.2,647,>135,>99
"279","87",2.3,653,>135,>99
"280","87",2.4,660,>135,>99
"281","87",2.5,667,>135,>99
"282","87",2.6,673,>135,>99
"283","87",2.7,680,>135,>99
"284","87",2.8,687,>135,>99
"285","87",2.9,693,>135,>99
"286","87",3,700,>135,>99
"287","87",3.1,707,>135,>99
"288","87",3.2,713,>135,>99
"289","87",3.3,720,>135,>99
"290","87",3.4,727,>135,>99
"291","87",3.5,733,>135,>99
"292","87",3.6,740,>135,>99
"293","87",3.7,747,>135,>99
"294","87",3.8,753,>135,>99
"295","87",3.9,760,>135,>99
"296","87",4,767,>135,>99
"297","87",4.1,773,>135,>99
"298","87",4.2,780,>135,>99
"299","87",4.3,787,>135,>99
"300","87",4.4,793,>135,>99
"301","88",-3,300,<65,<1
"302","88",-2.9,307,<65,<1
"303","88",-2.8,313,<65,<1
"304","88",-2.7,320,65,1
"305","88",-2.6,327,72,3
"306","88",-2.5,333,77,6
"307","88",-2.4,340,79,8
"308","88",-2.3,347,81,10
"309","88",-2.2,353,83,13
"310","88",-2.1,360,85,16
"311","88",-2,367,87,20
"312","88",-1.9,373,89,24
"313","88",-1.8,380,90,25
"314","88",-1.7,387,92,29
"315","88",-1.6,393,93,32
"316","88",-1.5,400,96,39
"317","88",-1.4,407,96,40
"318","88",-1.3,413,97,43
"319","88",-1.2,420,100,49
"320","88",-1.1,427,100,51
"321","88",-1,433,102,55
"322","88",-0.9,440,104,60
"323","88",-0.8,447,105,64
"324","88",-0.7,453,107,67
"325","88",-0.6,460,107,69
"326","88",-0.5,467,109,73
"327","88",-0.4,473,111,76
"328","88",-0.3,480,111,77
"329","88",-0.2,487,112,79
"330","88",-0.1,493,114,82
"331","88",0,500,116,85
"332","88",0.1,507,116,86
"333","88",0.2,513,118,88
"334","88",0.3,520,119,90
"335","88",0.4,527,121,92
"336","88",0.5,533,122,93
"337","88",0.6,540,123,94
"338","88",0.7,547,125,95
"339","88",0.8,553,126,96
"340","88",0.9,560,127,96
"341","88",1,567,128,97
"342","88",1.1,573,130,98
"343","88",1.2,580,131,98
"344","88",1.3,587,132,98
"345","88",1.4,593,134,99
"346","88",1.5,600,135,99
"347","88",1.6,607,>135,>99
"348","88",1.7,613,>135,>99
"349","88",1.8,620,>135,>99
"350","88",1.9,627,>135,>99
"351","88",2,633,>135,>99
"352","88",2.1,640,>135,>99
"353","88",2.2,647,>135,>99
"354","88",2.3,653,>135,>99
"355","88",2.4,660,>135,>99
"356","88",2.5,667,>135,>99
"357","88",2.6,673,>135,>99
"358","88",2.7,680,>135,>99
"359","88",2.8,687,>135,>99
"360","88",2.9,693,>135,>99
"361","88",3,700,>135,>99
"362","88",3.1,707,>135,>99
"363","88",3.2,713,>135,>99
"364","88",3.3,720,>135,>99
"365","88",3.4,727,>135,>99
"366","88",3.5,733,>135,>99
"367","88",3.6,740,>135,>99
"368","88",3.7,747,>135,>99
"369","88",3.8,753,>135,>99
"370","88",3.9,760,>135,>99
"371","88",4,767,>135,>99
"372","88",4.1,773,>135,>99
"373","88",4.2,780,>135,>99
"374","88",4.3,787,>135,>99
"375","88",4.4,793,>135,>99
"7201","180",-3,300,<65,<1
"7202","180",-2.9,307,<65,<1
"7203","180",-2.8,313,<65,<1
"7204","180",-2.7,320,<65,<1
"7205","180",-2.6,327,<65,<1
"7206","180",-2.5,333,<65,<1
"7207","180",-2.4,340,<65,<1
"7208","180",-2.3,347,<65,<1
"7209","180",-2.2,353,<65,<1
"7210","180",-2.1,360,<65,<1
"7211","180",-2,367,<65,<1
"7212","180",-1.9,373,<65,<1
"7213","180",-1.8,380,<65,<1
"7214","180",-1.7,387,<65,<1
"7215","180",-1.6,393,<65,<1
"7216","180",-1.5,400,<65,<1
"7217","180",-1.4,407,<65,<1
"7218","180",-1.3,413,<65,<1
"7219","180",-1.2,420,<65,<1
"7220","180",-1.1,427,<65,<1
"7221","180",-1,433,<65,<1
"7222","180",-0.9,440,<65,<1
"7223","180",-0.8,447,<65,<1
"7224","180",-0.7,453,<65,<1
"7225","180",-0.6,460,65,1
"7226","180",-0.5,467,66,1
"7227","180",-0.4,473,67,2
"7228","180",-0.3,480,68,2
"7229","180",-0.2,487,69,2
"7230","180",-0.1,493,70,2
"7231","180",0,500,72,3
"7232","180",0.1,507,73,4
"7233","180",0.2,513,74,4
"7234","180",0.3,520,75,5
"7235","180",0.4,527,77,6
"7236","180",0.5,533,78,7
"7237","180",0.6,540,79,8
"7238","180",0.7,547,80,9
"7239","180",0.8,553,81,10
"7240","180",0.9,560,82,12
"7241","180",1,567,83,13
"7242","180",1.1,573,85,16
"7243","180",1.2,580,86,17
"7244","180",1.3,587,87,20
"7245","180",1.4,593,88,22
"7246","180",1.5,600,89,24
"7247","180",1.6,607,91,27
"7248","180",1.7,613,92,30
"7249","180",1.8,620,94,34
"7250","180",1.9,627,95,36
"7251","180",2,633,96,39
"7252","180",2.1,640,97,43
"7253","180",2.2,647,99,47
"7254","180",2.3,653,100,50
"7255","180",2.4,660,102,54
"7256","180",2.5,667,103,57
"7257","180",2.6,673,105,62
"7258","180",2.7,680,105,64
"7259","180",2.8,687,107,68
"7260","180",2.9,693,108,71
"7261","180",3,700,110,75
"7262","180",3.1,707,111,77
"7263","180",3.2,713,113,80
"7264","180",3.3,720,114,83
"7265","180",3.4,727,116,85
"7266","180",3.5,733,118,88
"7267","180",3.6,740,118,89
"7268","180",3.7,747,120,91
"7269","180",3.8,753,121,92
"7270","180",3.9,760,123,94
"7271","180",4,767,125,95
"7272","180",4.1,773,126,96
"7273","180",4.2,780,127,96
"7274","180",4.3,787,128,97
"7275","180",4.4,793,131,98
