word,a,b,c,d,corpusId,realpseudo
bench,1,-1.1453,0.5,1,en-validated-v2,real
benon,1,-1.2143,0.5,1,en-validated-v1,pseudo
beside,1,-0.9133,0.5,1,en-validated-v2,real
besime,1,-0.8625,0.5,1,en-validated-v1,pseudo
best,1,-1.9808,0.5,1,en-validated-v1,real
bicycle,1,-1.1031,0.5,1,en-validated-v2,real
bield,1,-0.4523,0.5,1,en-validated-v2,pseudo
bimygra,1,-1.6859,0.5,1,en-validated-v2,pseudo
black,1,-2.1126,0.5,1,en-validated-v1,real
blans,1,-0.6555,0.5,1,en-validated-v1,pseudo
blaw,1,-0.2813,0.5,1,en-validated-v2,pseudo
bledge,1,1.0279,0.5,1,en-validated-v1,pseudo
blow,1,-1.3313,0.5,1,en-validated-v2,real
boat,1,-1.6305,0.5,1,en-validated-v2,real
boods,1,0.2867,0.5,1,en-validated-v2,pseudo
borm,1,0.1031,0.5,1,en-validated-v2,pseudo
bour,1,-0.4609,0.5,1,en-validated-v2,pseudo
bove,1,-0.5858,0.5,1,en-validated-v1,pseudo
bragon,1,0.4633,0.5,1,en-validated-v2,pseudo
brap,1,-0.7094,0.5,1,en-validated-v2,pseudo
brought,1,-1.413,0.5,1,en-validated-v1,real
brubs,1,-0.8158,0.5,1,en-validated-v1,pseudo
brush,1,-1.5359,0.5,1,en-validated-v1,real
budget,1,-0.7395,0.5,1,en-validated-v1,real
build,1,-1.5563,0.5,1,en-validated-v2,real
building,1,-1.9192,0.5,1,en-validated-v1,real
buit,1,1.1312,0.5,1,en-validated-v2,pseudo
buk,1,-1.6453,0.5,1,en-validated-v2,pseudo
bulbet,1,-0.7102,0.5,1,en-validated-v1,pseudo
bullon,1,0.2469,0.5,1,en-validated-v2,pseudo
business,1,-1.5109,0.5,1,en-validated-v1,real
button,1,-1.7688,0.5,1,en-validated-v2,real
buy,1,-1.9734,0.5,1,en-validated-v2,real
camed,1,0.618,0.5,1,en-validated-v2,pseudo
camera,1,-1.8953,0.5,1,en-validated-v2,real
candy,1,-1.7709,0.5,1,en-validated-v1,real
canty,1,-0.675,0.5,1,en-validated-v2,pseudo
cany,1,-0.5063,0.5,1,en-validated-v2,pseudo
carry,1,-1.2656,0.5,1,en-validated-v2,real
cas,1,-1.1565,0.5,1,en-validated-v1,pseudo
casi,1,-1.7875,0.5,1,en-validated-v2,pseudo
censtel,1,0.0391,0.5,1,en-validated-v2,pseudo
central,1,-0.5844,0.5,1,en-validated-v2,real
chance,1,-1.5052,0.5,1,en-validated-v1,real
chanding,1,1.3591,0.5,1,en-validated-v1,pseudo
chareet,1,-0.4747,0.5,1,en-validated-v1,pseudo
charks,1,0.3231,0.5,1,en-validated-v1,pseudo
che,1,-1.772,0.5,1,en-validated-v1,pseudo
child,1,-1.9844,0.5,1,en-validated-v2,real
chird,1,1.0125,0.5,1,en-validated-v2,pseudo
cibsus,1,-1.3178,0.5,1,en-validated-v1,pseudo
circus,1,-0.7235,0.5,1,en-validated-v1,real
clap,1,-1.5766,0.5,1,en-validated-v2,real
clock,1,-2.1953,0.5,1,en-validated-v2,real
clomify,1,-0.2706,0.5,1,en-validated-v1,pseudo
coak,1,0.7805,0.5,1,en-validated-v2,pseudo
cok,1,-1.6162,0.5,1,en-validated-v1,pseudo
cold,1,-2.1961,0.5,1,en-validated-v1,real
collosks,1,-1.2432,0.5,1,en-validated-v1,pseudo
come,1,-2.0624,0.5,1,en-validated-v1,real
complase,1,2.51,0.5,1,en-validated-v1,pseudo
complete,1,-2.1519,0.5,1,en-validated-v1,real
compliment,1,-1.4037,0.5,1,en-validated-v1,real
component,1,0.7203,0.5,1,en-validated-v2,real
configuration,1,0.2159,0.5,1,en-validated-v1,real
contain,1,-0.5884,0.5,1,en-validated-v1,real
cook,1,-2.0797,0.5,1,en-validated-v2,real
cotcenent,1,0.8336,0.5,1,en-validated-v2,pseudo
coth,1,0.5866,0.5,1,en-validated-v1,pseudo
cotosks,1,-1.4941,0.5,1,en-validated-v1,pseudo
cotplicant,1,-0.118,0.5,1,en-validated-v1,pseudo
country,1,-1.8656,0.5,1,en-validated-v2,real
coustly,1,1.2852,0.5,1,en-validated-v2,pseudo
crayon,1,-0.9656,0.5,1,en-validated-v2,real
crit,1,-0.2989,0.5,1,en-validated-v1,pseudo
cry,1,-1.7688,0.5,1,en-validated-v2,real
cully,1,-0.2438,0.5,1,en-validated-v2,pseudo
cuppom,1,-0.83,0.5,1,en-validated-v1,pseudo
custom,1,-1.1312,0.5,1,en-validated-v1,real
dack,1,-0.1156,0.5,1,en-validated-v2,pseudo
daople,1,-1.674,0.5,1,en-validated-v1,pseudo
delivery,1,-1.0313,0.5,1,en-validated-v2,real
describe,1,-1.0471,0.5,1,en-validated-v1,real
destrifs,1,-1.1689,0.5,1,en-validated-v1,pseudo
dimp,1,0.0609,0.5,1,en-validated-v2,pseudo
distance,1,-1.2057,0.5,1,en-validated-v1,real
dogo,1,-0.6094,0.5,1,en-validated-v1,pseudo
doifs,1,-2.0109,0.5,1,en-validated-v2,pseudo
dolc,1,-1.9471,0.5,1,en-validated-v1,pseudo
donut,1,-0.5813,0.5,1,en-validated-v2,real
doubtful,1,0.6291,0.5,1,en-validated-v1,real
draw,1,-1.6086,0.5,1,en-validated-v2,real
drawer,1,-0.6188,0.5,1,en-validated-v2,real
drine,1,0.5727,0.5,1,en-validated-v2,pseudo
drow,1,1.4937,0.5,1,en-validated-v2,pseudo
druper,1,-0.1586,0.5,1,en-validated-v2,pseudo
drustion,1,0.1956,0.5,1,en-validated-v1,pseudo
dryer,1,-0.1658,0.5,1,en-validated-v1,real
duck,1,-1.8742,0.5,1,en-validated-v2,real
duttery,1,-0.5047,0.5,1,en-validated-v1,pseudo
each,1,-1.5938,0.5,1,en-validated-v2,real
eamn,1,-1.7994,0.5,1,en-validated-v1,pseudo
ef,1,-1.9209,0.5,1,en-validated-v1,pseudo
effake,1,-1.4805,0.5,1,en-validated-v2,pseudo
effect,1,-0.4484,0.5,1,en-validated-v2,real
egg,1,-1.5242,0.5,1,en-validated-v2,real
elements,1,-0.5745,0.5,1,en-validated-v1,real
elsand,1,-0.6641,0.5,1,en-validated-v2,pseudo
empty,1,-1.3055,0.5,1,en-validated-v2,real
erery,1,-1.0875,0.5,1,en-validated-v2,pseudo
ertby,1,-1.4797,0.5,1,en-validated-v2,pseudo
erv,1,-2.3375,0.5,1,en-validated-v2,pseudo
every,1,-2.218,0.5,1,en-validated-v2,real
expand,1,-0.6359,0.5,1,en-validated-v2,real
explore,1,-1.8828,0.5,1,en-validated-v2,real
extrord,1,0.5844,0.5,1,en-validated-v2,pseudo
eye,1,-1.65,0.5,1,en-validated-v2,real
eys,1,0.1344,0.5,1,en-validated-v2,pseudo
fafever,1,-1.3399,0.5,1,en-validated-v1,pseudo
fage,1,0.0375,0.5,1,en-validated-v2,pseudo
famous,1,-1.6985,0.5,1,en-validated-v1,real
farm,1,-1.7047,0.5,1,en-validated-v2,real
farmer,1,-1.7147,0.5,1,en-validated-v1,real
faster,1,-1.9578,0.5,1,en-validated-v1,real
fatter,1,1.5363,0.5,1,en-validated-v1,real
fattify,1,-0.5522,0.5,1,en-validated-v1,pseudo
fif,1,-1.5719,0.5,1,en-validated-v2,pseudo
firethecg,1,-1.1969,0.5,1,en-validated-v2,pseudo
firetruck,1,-0.8078,0.5,1,en-validated-v2,real
fistory,1,-0.0619,0.5,1,en-validated-v1,pseudo
fite,1,-0.0329,0.5,1,en-validated-v1,pseudo
fix,1,-2.0109,0.5,1,en-validated-v2,real
flankfopper,1,-0.9824,0.5,1,en-validated-v1,pseudo
fliel,1,-0.8465,0.5,1,en-validated-v2,pseudo
foat,1,1.1422,0.5,1,en-validated-v2,pseudo
focus,1,-1.0031,0.5,1,en-validated-v2,real
foits,1,-1.3375,0.5,1,en-validated-v2,pseudo
fonos,1,-1.518,0.5,1,en-validated-v2,pseudo
foot,1,-1.9688,0.5,1,en-validated-v2,real
force,1,-0.6797,0.5,1,en-validated-v2,real
freat,1,0.7,0.5,1,en-validated-v1,pseudo
from,1,-1.9543,0.5,1,en-validated-v1,real
fror,1,-1.2757,0.5,1,en-validated-v1,pseudo
fun,1,-1.9692,0.5,1,en-validated-v1,real
ganding,1,1.1078,0.5,1,en-validated-v2,pseudo
garage,1,-0.5859,0.5,1,en-validated-v2,real
garden,1,-1.6296,0.5,1,en-validated-v1,real
gasand,1,-0.6188,0.5,1,en-validated-v2,pseudo
ge,1,-1.9209,0.5,1,en-validated-v1,pseudo
germantia,1,-0.1931,0.5,1,en-validated-v1,pseudo
ggnoi,1,-2.0585,0.5,1,en-validated-v1,pseudo
ginth,1,-1.476,0.5,1,en-validated-v1,pseudo
give,1,-1.902,0.5,1,en-validated-v1,real
glass,1,-2.5688,0.5,1,en-validated-v2,real
good,1,-2.0017,0.5,1,en-validated-v1,real
goose,1,-0.4918,0.5,1,en-validated-v2,real
grackhatrer,1,-0.3195,0.5,1,en-validated-v2,pseudo
grackroiler,1,-0.5008,0.5,1,en-validated-v2,pseudo
grandfather,1,-1.2672,0.5,1,en-validated-v2,real
grandmother,1,-1.5273,0.5,1,en-validated-v2,real
grapes,1,-1.4664,0.5,1,en-validated-v2,real
grarts,1,0.1996,0.5,1,en-validated-v2,pseudo
grasshopper,1,-0.5701,0.5,1,en-validated-v1,real
gravel,1,-0.3295,0.5,1,en-validated-v1,real
great,1,-2.0924,0.5,1,en-validated-v1,real
grock,1,0.5031,0.5,1,en-validated-v2,pseudo
groon,1,0.3688,0.5,1,en-validated-v1,pseudo
guarantee,1,0.5863,0.5,1,en-validated-v1,real
guess,1,-1.3482,0.5,1,en-validated-v1,real
guoys,1,-1.6377,0.5,1,en-validated-v1,pseudo
gurynh,1,-1.8788,0.5,1,en-validated-v1,pseudo
hamburger,1,-1.4922,0.5,1,en-validated-v2,real
hammer,1,-1.3249,0.5,1,en-validated-v1,real
hane,1,-0.6281,0.5,1,en-validated-v1,pseudo
hard,1,-1.8961,0.5,1,en-validated-v2,real
hawn,1,-0,0.5,1,en-validated-v2,pseudo
hello,1,-2.432,0.5,1,en-validated-v1,real
hen,1,3.1125,0.5,1,en-validated-v2,real
him,1,-1.9585,0.5,1,en-validated-v1,real
history,1,-1.947,0.5,1,en-validated-v1,real
hot,1,-1.9839,0.5,1,en-validated-v1,real
houle,1,-0.6484,0.5,1,en-validated-v2,pseudo
however,1,-1.2275,0.5,1,en-validated-v1,real
hu,1,-1.9647,0.5,1,en-validated-v1,pseudo
hungry,1,-2.0196,0.5,1,en-validated-v1,real
hus,1,-1.2454,0.5,1,en-validated-v1,pseudo
hust,1,1.3227,0.5,1,en-validated-v1,pseudo
imagine,1,-1.7285,0.5,1,en-validated-v1,real
imeyits,1,-1.6035,0.5,1,en-validated-v1,pseudo
inni,1,-1.9194,0.5,1,en-validated-v1,pseudo
inside,1,-1.9305,0.5,1,en-validated-v1,real
insows,1,-1.1476,0.5,1,en-validated-v1,pseudo
into,1,-1.5771,0.5,1,en-validated-v1,real
invent,1,-0.3202,0.5,1,en-validated-v1,real
investigate,1,-0.878,0.5,1,en-validated-v1,real
ip,1,-1.6792,0.5,1,en-validated-v1,pseudo
jar,1,-0.6188,0.5,1,en-validated-v2,real
jello,1,0.5969,0.5,1,en-validated-v2,real
jewel,1,0.1001,0.5,1,en-validated-v1,real
jinto,1,-2.1023,0.5,1,en-validated-v2,pseudo
jixel,1,-1.3912,0.5,1,en-validated-v1,pseudo
join,1,-1.9844,0.5,1,en-validated-v2,real
jor,1,-1.8359,0.5,1,en-validated-v2,pseudo
joze,1,-1.3922,0.5,1,en-validated-v2,pseudo
kees,1,-0.4242,0.5,1,en-validated-v2,pseudo
kenchen,1,-0.0672,0.5,1,en-validated-v2,pseudo
keys,1,-2.1305,0.5,1,en-validated-v2,real
khtna,1,-1.851,0.5,1,en-validated-v1,pseudo
kusly,1,-2.0258,0.5,1,en-validated-v2,pseudo
lamb,1,0.025,0.5,1,en-validated-v2,real
lame,1,-0.3846,0.5,1,en-validated-v1,real
lampupser,1,-0.2844,0.5,1,en-validated-v2,pseudo
lant,1,-0.6761,0.5,1,en-validated-v1,pseudo
larl,1,-1.7625,0.5,1,en-validated-v2,pseudo
lefel,1,-1.2047,0.5,1,en-validated-v2,pseudo
left,1,-1.1106,0.5,1,en-validated-v1,real
legal,1,0.6312,0.5,1,en-validated-v2,real
leld,1,-0.2464,0.5,1,en-validated-v1,pseudo
liberty,1,-0.7144,0.5,1,en-validated-v1,real
library,1,-1.9472,0.5,1,en-validated-v1,real
liffs,1,-0.7959,0.5,1,en-validated-v1,pseudo
light,1,-2.0091,0.5,1,en-validated-v1,real
lips,1,-1.9234,0.5,1,en-validated-v2,real
listen,1,-1.7363,0.5,1,en-validated-v1,real
locate,1,-0.1391,0.5,1,en-validated-v2,real
lockle,1,0.0781,0.5,1,en-validated-v2,pseudo
loleh,1,-1.7599,0.5,1,en-validated-v1,pseudo
loms,1,-1.1972,0.5,1,en-validated-v1,pseudo
long,1,-1.8875,0.5,1,en-validated-v1,real
look,1,-2.0918,0.5,1,en-validated-v1,real
losh,1,-0.9214,0.5,1,en-validated-v1,pseudo
lunch,1,-2.0647,0.5,1,en-validated-v1,real
lut,1,-1.7859,0.5,1,en-validated-v2,pseudo
machent,1,0.8062,0.5,1,en-validated-v2,pseudo
machine,1,-1.2391,0.5,1,en-validated-v2,real
mader,1,0.9322,0.5,1,en-validated-v1,pseudo
mannanency,1,0.5776,0.5,1,en-validated-v1,pseudo
medicine,1,-1.0313,0.5,1,en-validated-v2,real
memitory,1,2.1859,0.5,1,en-validated-v2,pseudo
mich,1,-0.5011,0.5,1,en-validated-v1,pseudo
mips,1,-1.2195,0.5,1,en-validated-v2,pseudo
miss,1,-2.0167,0.5,1,en-validated-v1,real
mitera,1,-0.8547,0.5,1,en-validated-v2,pseudo
molent,1,-0.2784,0.5,1,en-validated-v1,pseudo
money,1,-2.0846,0.5,1,en-validated-v1,real
moon,1,-1.942,0.5,1,en-validated-v1,real
more,1,-1.858,0.5,1,en-validated-v1,real
morning,1,-1.9246,0.5,1,en-validated-v1,real
mout,1,-0.4225,0.5,1,en-validated-v1,pseudo
mun,1,-1.2363,0.5,1,en-validated-v1,pseudo
mystery,1,-1.5281,0.5,1,en-validated-v1,real
name,1,-2.0174,0.5,1,en-validated-v1,real
natural,1,-1.4847,0.5,1,en-validated-v1,real
naw,1,0.3072,0.5,1,en-validated-v1,pseudo
nied,1,-1.1978,0.5,1,en-validated-v1,pseudo
night,1,-2.0849,0.5,1,en-validated-v1,real
nilt,1,-1.2266,0.5,1,en-validated-v2,pseudo
nop,1,-0.9974,0.5,1,en-validated-v1,pseudo
nuf,1,-1.8266,0.5,1,en-validated-v1,pseudo
nulch,1,-1.5537,0.5,1,en-validated-v1,pseudo
number,1,-2.1833,0.5,1,en-validated-v1,real
nunge,1,-0.9547,0.5,1,en-validated-v2,pseudo
nurse,1,-1.3766,0.5,1,en-validated-v2,real
oban,1,-1.3865,0.5,1,en-validated-v1,pseudo
om,1,-1.778,0.5,1,en-validated-v1,pseudo
once,1,-1.5894,0.5,1,en-validated-v1,real
open,1,-1.9263,0.5,1,en-validated-v1,real
orm,1,-1.875,0.5,1,en-validated-v2,pseudo
orn,1,-1.6282,0.5,1,en-validated-v1,pseudo
ot,1,-1.8419,0.5,1,en-validated-v1,pseudo
oven,1,-1.5961,0.5,1,en-validated-v2,real
overwhelm,1,0.9835,0.5,1,en-validated-v1,real
owl,1,-0.9359,0.5,1,en-validated-v2,real
owner,1,-1.5391,0.5,1,en-validated-v2,real
package,1,-1.8547,0.5,1,en-validated-v2,real
paekaga,1,-1.5117,0.5,1,en-validated-v2,pseudo
pame,1,-0.4581,0.5,1,en-validated-v1,pseudo
pateesh,1,-1.3992,0.5,1,en-validated-v2,pseudo
patient,1,-0.2469,0.5,1,en-validated-v2,real
peace,1,-1.6576,0.5,1,en-validated-v1,real
pealt,1,-0.1161,0.5,1,en-validated-v1,pseudo
ped,1,-0.8617,0.5,1,en-validated-v2,pseudo
peldicle,1,-0.0805,0.5,1,en-validated-v2,pseudo
pencil,1,-1.8609,0.5,1,en-validated-v1,real
penny,1,-1.825,0.5,1,en-validated-v2,real
people,1,-2.2787,0.5,1,en-validated-v1,real
person,1,-2.293,0.5,1,en-validated-v2,real
perste,1,-0.4484,0.5,1,en-validated-v2,pseudo
phlere,1,-1.575,0.5,1,en-validated-v1,pseudo
pickle,1,-1.4855,0.5,1,en-validated-v1,real
pids,1,-0.9719,0.5,1,en-validated-v2,pseudo
pileral,1,-0.0594,0.5,1,en-validated-v2,pseudo
pingle,1,0.8852,0.5,1,en-validated-v2,pseudo
plane,1,-1.7337,0.5,1,en-validated-v1,real
plate,1,-1.4578,0.5,1,en-validated-v2,real
play,1,-2.7276,0.5,1,en-validated-v1,real
plays,1,-2.0827,0.5,1,en-validated-v1,real
pledge,1,0.612,0.5,1,en-validated-v1,real
plissars,1,-0.3391,0.5,1,en-validated-v2,pseudo
pluset,1,-0.5102,0.5,1,en-validated-v2,pseudo
polyll,1,-1.3219,0.5,1,en-validated-v2,pseudo
poom,1,0.1773,0.5,1,en-validated-v2,pseudo
poor,1,-1.7859,0.5,1,en-validated-v2,real
popsicle,1,-0.2777,0.5,1,en-validated-v2,real
porch,1,-0.2008,0.5,1,en-validated-v2,real
potato,1,-1.7273,0.5,1,en-validated-v2,real
poyed,1,-1.2625,0.5,1,en-validated-v2,pseudo
pretty,1,-1.8349,0.5,1,en-validated-v1,real
pundy,1,0.0937,0.5,1,en-validated-v2,pseudo
pung,1,-0.3609,0.5,1,en-validated-v2,pseudo
punge,1,0.5812,0.5,1,en-validated-v2,pseudo
purbon,1,-1.0297,0.5,1,en-validated-v2,pseudo
purchase,1,-0.7395,0.5,1,en-validated-v1,real
purple,1,-2.2148,0.5,1,en-validated-v2,real
purse,1,-0.5805,0.5,1,en-validated-v2,real
push,1,-1.4594,0.5,1,en-validated-v2,real
put,1,-1.4453,0.5,1,en-validated-v2,real
puticine,1,-0.3859,0.5,1,en-validated-v2,pseudo
qualify,1,0.181,0.5,1,en-validated-v1,real
question,1,-1.6115,0.5,1,en-validated-v1,real
rax,1,-0.6109,0.5,1,en-validated-v2,pseudo
reast,1,1.0516,0.5,1,en-validated-v2,pseudo
rebosks,1,-1.379,0.5,1,en-validated-v1,pseudo
recipe,1,-0.5594,0.5,1,en-validated-v2,real
regiva,1,-1.0219,0.5,1,en-validated-v2,pseudo
resolve,1,-0.4545,0.5,1,en-validated-v1,real
reverse,1,-0.9278,0.5,1,en-validated-v1,real
rince,1,1.9156,0.5,1,en-validated-v2,pseudo
roast,1,-1.068,0.5,1,en-validated-v2,real
roder,1,0.3532,0.5,1,en-validated-v1,pseudo
round,1,-1.8996,0.5,1,en-validated-v1,real
runey,1,-0.7783,0.5,1,en-validated-v1,pseudo
rurn,1,-0.598,0.5,1,en-validated-v2,pseudo
sain,1,0.5231,0.5,1,en-validated-v1,pseudo
samato,1,-0.4383,0.5,1,en-validated-v2,pseudo
sandbox,1,-1.4352,0.5,1,en-validated-v2,real
sashbex,1,-0.9289,0.5,1,en-validated-v2,pseudo
scared,1,-1.4758,0.5,1,en-validated-v2,real
scavec,1,-1.1785,0.5,1,en-validated-v2,pseudo
scays,1,-0.3459,0.5,1,en-validated-v1,pseudo
scissors,1,-0.2391,0.5,1,en-validated-v2,real
scogs,1,-1.4375,0.5,1,en-validated-v2,pseudo
score,1,-1.5297,0.5,1,en-validated-v2,real
scrow,1,1.725,0.5,1,en-validated-v2,pseudo
several,1,-0.9984,0.5,1,en-validated-v2,real
shie,1,-1.0414,0.5,1,en-validated-v2,pseudo
shine,1,-1.0637,0.5,1,en-validated-v1,real
shink,1,2.8345,0.5,1,en-validated-v1,pseudo
shob,1,-0.9828,0.5,1,en-validated-v2,pseudo
shoe,1,-0.7766,0.5,1,en-validated-v2,real
short,1,-1.7368,0.5,1,en-validated-v1,real
show,1,-3.3836,0.5,1,en-validated-v2,real
shring,1,0.9304,0.5,1,en-validated-v1,pseudo
sick,1,-1.6754,0.5,1,en-validated-v1,real
sids,1,-0.1285,0.5,1,en-validated-v1,pseudo
since,1,-1.1336,0.5,1,en-validated-v2,real
sint,1,-0.6454,0.5,1,en-validated-v1,pseudo
sit,1,-1.4368,0.5,1,en-validated-v1,real
slace,1,0.2242,0.5,1,en-validated-v1,pseudo
slatchly,1,-0.35,0.5,1,en-validated-v2,pseudo
slellen,1,-0.9762,0.5,1,en-validated-v1,pseudo
slid,1,2.8203,0.5,1,en-validated-v2,real
slod,1,-0.6055,0.5,1,en-validated-v2,pseudo
snock,1,1.0875,0.5,1,en-validated-v2,pseudo
snose,1,0.5565,0.5,1,en-validated-v1,pseudo
speveal,1,-0.2908,0.5,1,en-validated-v1,pseudo
splankler,1,0.5969,0.5,1,en-validated-v2,pseudo
sprinkler,1,-0.5492,0.5,1,en-validated-v2,real
spu,1,-1.7924,0.5,1,en-validated-v1,pseudo
spy,1,-0.774,0.5,1,en-validated-v1,real
stak,1,-0.5875,0.5,1,en-validated-v2,pseudo
staroan,1,-0.7266,0.5,1,en-validated-v2,pseudo
start,1,-1.9289,0.5,1,en-validated-v2,real
starz,1,-0.2672,0.5,1,en-validated-v2,pseudo
station,1,-0.8938,0.5,1,en-validated-v2,real
stenil,1,-0.7614,0.5,1,en-validated-v1,pseudo
sticygra,1,-1.8031,0.5,1,en-validated-v2,pseudo
stins,1,-0.5758,0.5,1,en-validated-v2,pseudo
street,1,-1.8484,0.5,1,en-validated-v1,real
strength,1,-1.218,0.5,1,en-validated-v2,real
stressrs,1,0.8297,0.5,1,en-validated-v2,pseudo
strosh,1,-0.566,0.5,1,en-validated-v1,pseudo
sudsage,1,-0.6938,0.5,1,en-validated-v1,pseudo
sun,1,-1.8792,0.5,1,en-validated-v1,real
swane,1,0.1993,0.5,1,en-validated-v1,pseudo
swate,1,-0.5445,0.5,1,en-validated-v2,pseudo
sweaner,1,0.0891,0.5,1,en-validated-v2,pseudo
sweater,1,-1.5625,0.5,1,en-validated-v2,real
swint,1,-0.2883,0.5,1,en-validated-v2,pseudo
tax,1,0.3172,0.5,1,en-validated-v2,real
teacher,1,-2.3032,0.5,1,en-validated-v1,real
teech,1,0.6031,0.5,1,en-validated-v2,pseudo
telechinct,1,0.5864,0.5,1,en-validated-v1,pseudo
telescoped,1,1.6238,0.5,1,en-validated-v1,real
testify,1,1.3181,0.5,1,en-validated-v1,real
tfaer,1,-1.6447,0.5,1,en-validated-v1,pseudo
them,1,-1.9434,0.5,1,en-validated-v1,real
they,1,-2.6094,0.5,1,en-validated-v2,real
thoke,1,-1.182,0.5,1,en-validated-v2,pseudo
those,1,-1.4672,0.5,1,en-validated-v2,real
throomba,1,-1.4765,0.5,1,en-validated-v1,pseudo
through,1,-1.8653,0.5,1,en-validated-v1,real
throw,1,-2.0328,0.5,1,en-validated-v2,real
tickle,1,-0.9164,0.5,1,en-validated-v2,real
tiest,1,-0.5484,0.5,1,en-validated-v2,pseudo
tights,1,0.1344,0.5,1,en-validated-v2,real
time,1,-1.8484,0.5,1,en-validated-v1,real
timmed,1,1.757,0.5,1,en-validated-v2,pseudo
tis,1,-1.0718,0.5,1,en-validated-v1,pseudo
toast,1,-1.4234,0.5,1,en-validated-v2,real
tocard,1,-0.5539,0.5,1,en-validated-v2,pseudo
toe,1,-0.8383,0.5,1,en-validated-v2,real
tou,1,-2.0828,0.5,1,en-validated-v2,pseudo
touch,1,-1.8461,0.5,1,en-validated-v2,real
toy,1,-1.2876,0.5,1,en-validated-v1,real
trage,1,0.5969,0.5,1,en-validated-v2,pseudo
train,1,-2.0234,0.5,1,en-validated-v2,real
trank,1,2.3438,0.5,1,en-validated-v2,pseudo
trash,1,-1.9227,0.5,1,en-validated-v2,real
tricycle,1,0.4484,0.5,1,en-validated-v2,real
tried,1,-1.9422,0.5,1,en-validated-v1,real
trood,1,-0.3277,0.5,1,en-validated-v1,pseudo
truck,1,-1.7377,0.5,1,en-validated-v1,real
trull,1,0.1024,0.5,1,en-validated-v1,pseudo
turn,1,-1.868,0.5,1,en-validated-v2,real
twew,1,-1.599,0.5,1,en-validated-v1,pseudo
uden,1,-1.7516,0.5,1,en-validated-v2,pseudo
ueer,1,-2.7258,0.5,1,en-validated-v2,pseudo
ujst,1,-1.6758,0.5,1,en-validated-v1,pseudo
understand,1,-1.992,0.5,1,en-validated-v1,real
unger,1,-1.0659,0.5,1,en-validated-v1,pseudo
uoy,1,-2.0415,0.5,1,en-validated-v1,pseudo
urner,1,-1.3211,0.5,1,en-validated-v2,pseudo
utashing,1,-1.4071,0.5,1,en-validated-v1,pseudo
vitamins,1,-0.2789,0.5,1,en-validated-v2,real
wared,1,1.7691,0.5,1,en-validated-v1,pseudo
wase,1,0.7861,0.5,1,en-validated-v1,pseudo
washing,1,-1.4648,0.5,1,en-validated-v2,real
wask,1,0.1437,0.5,1,en-validated-v2,pseudo
watch,1,-1.9386,0.5,1,en-validated-v1,real
waves,1,-1.4909,0.5,1,en-validated-v1,real
we,1,-1.6286,0.5,1,en-validated-v1,real
went,1,-1.458,0.5,1,en-validated-v1,real
which,1,-2.1781,0.5,1,en-validated-v2,real
whith,1,1.2344,0.5,1,en-validated-v2,pseudo
whose,1,-0.0099,0.5,1,en-validated-v1,real
whow,1,0.0742,0.5,1,en-validated-v2,pseudo
will,1,-2.1911,0.5,1,en-validated-v1,real
witasons,1,-0.9203,0.5,1,en-validated-v2,pseudo
without,1,-1.7468,0.5,1,en-validated-v1,real
woft,1,-0.0576,0.5,1,en-validated-v1,pseudo
