word,a,b,c,d,corpusId,realpseudo
throu,1,0,0.5,1,en-corpusNew-easy,pseudo
today,1,0,0.5,1,en-corpusNew-easy,real
top,1,0,0.5,1,en-corpusNew-easy,real
tre,1,0,0.5,1,en-corpusNew-easy,pseudo
tree,1,0,0.5,1,en-corpusNew-easy,real
try,1,0,0.5,1,en-corpusNew-easy,real
ture,1,0,0.5,1,en-corpusNew-easy,pseudo
twe,1,0,0.5,1,en-corpusNew-easy,pseudo
unt,1,0,0.5,1,en-corpusNew-easy,pseudo
use,1,0,0.5,1,en-corpusNew-easy,real
very,1,0,0.5,1,en-corpusNew-easy,real
vity,1,0,0.5,1,en-corpusNew-easy,pseudo
wait,1,0,0.5,1,en-corpusNew-easy,real
walk,1,0,0.5,1,en-corpusNew-easy,real
warl,1,0,0.5,1,en-corpusNew-easy,pseudo
warm,1,0,0.5,1,en-corpusNew-easy,real
water,1,0,0.5,1,en-corpusNew-easy,real
what,1,0,0.5,1,en-corpusNew-easy,real
whe,1,0,0.5,1,en-corpusNew-easy,pseudo
whem,1,0,0.5,1,en-corpusNew-easy,pseudo
when,1,0,0.5,1,en-corpusNew-easy,real
where,1,0,0.5,1,en-corpusNew-easy,real
who,1,0,0.5,1,en-corpusNew-easy,real
why,1,0,0.5,1,en-corpusNew-easy,real
wibs,1,0,0.5,1,en-corpusNew-easy,pseudo
wish,1,0,0.5,1,en-corpusNew-easy,real
with,1,0,0.5,1,en-corpusNew-easy,real
wrile,1,0,0.5,1,en-corpusNew-easy,pseudo
yier,1,0,0.5,1,en-corpusNew-easy,pseudo
your,1,0,0.5,1,en-corpusNew-easy,real
